index,MovieID,Title,Lifetime Gross,Year,Studio,Rating,Runtime,Budget,ReleaseDate,VoteAvg,VoteCount,FranchiseID
446,1029,1010,Sci-Fi,,,,,,,,,
447,1030,1011,Adventure,,,,,,,,,
448,1031,1011,Fantasy,,,,,,,,,
449,1032,1012,Adventure,,,,,,,,,
450,1033,1012,Fantasy,,,,,,,,,
451,1034,1012,Action,,,,,,,,,
452,1035,1013,Adventure,,,,,,,,,
453,1036,1013,Fantasy,,,,,,,,,
454,1037,1013,Action,,,,,,,,,
455,1038,1014,Adventure,,,,,,,,,
456,1039,1014,Fantasy,,,,,,,,,
457,1040,1015,Action,,,,,,,,,
458,1041,1015,Adventure,,,,,,,,,
459,1042,1015,Sci-Fi,,,,,,,,,
460,1043,1016,Adventure,,,,,,,,,
461,1044,1016,Fantasy,,,,,,,,,
462,1045,1016,Family,,,,,,,,,
463,1046,1017,Adventure,,,,,,,,,
464,1047,1017,Fantasy,,,,,,,,,
465,1048,1017,Mystery,,,,,,,,,
466,1049,1018,Action,,,,,,,,,
467,1050,1018,Adventure,,,,,,,,,
468,1051,1018,Sci-Fi,,,,,,,,,
469,1052,1019,Action,,,,,,,,,
470,1053,1019,Adventure,,,,,,,,,
471,1054,1019,Sci-Fi,,,,,,,,,
472,1055,1020,Adventure,,,,,,,,,
473,1056,1020,Fantasy,,,,,,,,,
474,1057,1021,Action,,,,,,,,,
475,1058,1021,Adventure,,,,,,,,,
476,1059,1021,Sci-Fi,,,,,,,,,
477,1060,1022,Adventure,,,,,,,,,
478,1061,1022,Fantasy,,,,,,,,,
479,1062,1023,Action,,,,,,,,,
480,1063,1023,Adventure,,,,,,,,,
481,1064,1023,Drama,,,,,,,,,
482,1065,1023,Fantasy,,,,,,,,,
483,1066,1024,Adventure,,,,,,,,,
484,1067,1024,Fantasy,,,,,,,,,
485,1068,1025,Action,,,,,,,,,
486,1069,1025,Adventure,,,,,,,,,
487,1070,1025,Sci-Fi,,,,,,,,,
488,1071,1026,Adventure,,,,,,,,,
489,1072,1026,Sci-Fi,,,,,,,,,
490,1073,1026,Action,,,,,,,,,
491,1074,1027,Adventure,,,,,,,,,
492,1075,1027,Fantasy,,,,,,,,,
493,1076,1027,Action,,,,,,,,,
494,1077,1028,Action,,,,,,,,,
495,1078,1028,Adventure,,,,,,,,,
496,1079,1028,Sci-Fi,,,,,,,,,
497,1080,1029,Action,,,,,,,,,
498,1081,1029,Adventure,,,,,,,,,
499,1082,1029,Fantasy,,,,,,,,,
500,1083,1030,Action,,,,,,,,,
501,1084,1030,Adventure,,,,,,,,,
502,1085,1030,Fantasy,,,,,,,,,
503,1086,1031,Action,,,,,,,,,
504,1087,1031,Adventure,,,,,,,,,
505,1088,1031,Sci-Fi,,,,,,,,,
506,1089,1032,Action,,,,,,,,,
507,1090,1032,Adventure,,,,,,,,,
508,1091,1032,Sci-Fi,,,,,,,,,
509,1092,1033,Action,,,,,,,,,
510,1093,1033,Adventure,,,,,,,,,
511,1094,1033,Fantasy,,,,,,,,,
512,1095,1034,Action,,,,,,,,,
513,1096,1034,Adventure,,,,,,,,,
514,1097,1034,Sci-Fi,,,,,,,,,
515,1098,1035,Action,,,,,,,,,
516,1099,1035,Adventure,,,,,,,,,
517,1100,1035,Sci-Fi,,,,,,,,,
518,1101,1035,Thriller,,,,,,,,,
519,1102,1036,Action,,,,,,,,,
520,1103,1036,Adventure,,,,,,,,,
521,1104,1036,Sci-Fi,,,,,,,,,
522,1105,1037,Action,,,,,,,,,
523,1106,1037,Adventure,,,,,,,,,
524,1107,1037,Fantasy,,,,,,,,,
525,1108,1037,Sci-Fi,,,,,,,,,
526,1109,1038,Action,,,,,,,,,
527,1110,1038,Adventure,,,,,,,,,
528,1111,1038,Sci-Fi,,,,,,,,,
529,1112,1039,Adventure,,,,,,,,,
530,1113,1039,Fantasy,,,,,,,,,
531,1114,1039,Action,,,,,,,,,
532,1115,1040,Action,,,,,,,,,
533,1116,1040,Adventure,,,,,,,,,
534,1117,1040,Sci-Fi,,,,,,,,,
535,1118,1041,Action,,,,,,,,,
536,1119,1041,Adventure,,,,,,,,,
537,1120,1041,Sci-Fi,,,,,,,,,
538,1121,1042,Adventure,,,,,,,,,
539,1122,1042,Sci-Fi,,,,,,,,,
540,1123,1042,Action,,,,,,,,,
541,1124,1042,Drama,,,,,,,,,
542,1125,1043,Action,,,,,,,,,
543,1126,1043,Adventure,,,,,,,,,
544,1127,1043,Sci-Fi,,,,,,,,,
545,1128,1043,Fantasy,,,,,,,,,
546,1129,1043,Comedy,,,,,,,,,
547,1130,1044,Adventure,,,,,,,,,
548,1131,1044,Sci-Fi,,,,,,,,,
549,1132,1044,Action,,,,,,,,,
550,1133,1045,Action,,,,,,,,,
551,1134,1045,Adventure,,,,,,,,,
552,1135,1045,Sci-Fi,,,,,,,,,
553,1136,1046,Adventure,,,,,,,,,
554,1137,1046,Sci-Fi,,,,,,,,,
555,1138,1046,Action,,,,,,,,,
556,1139,1047,Action,,,,,,,,,
557,1140,1047,Adventure,,,,,,,,,
558,1141,1047,Sci-Fi,,,,,,,,,
559,1142,1048,Action,,,,,,,,,
560,1143,1048,Adventure,,,,,,,,,
561,1144,1048,Sci-Fi,,,,,,,,,
562,1145,1048,Thriller,,,,,,,,,
563,1146,1049,Action,,,,,,,,,
564,1147,1049,Adventure,,,,,,,,,
565,1148,1049,Sci-Fi,,,,,,,,,
566,1149,1050,Action,,,,,,,,,
567,1150,1050,Adventure,,,,,,,,,
568,1151,1050,Sci-Fi,,,,,,,,,
569,1152,1051,Adventure,,,,,,,,,
570,1153,1051,Sci-Fi,,,,,,,,,
571,1154,1051,Action,,,,,,,,,
572,1155,1052,Adventure,,,,,,,,,
573,1156,1052,Sci-Fi,,,,,,,,,
574,1157,1052,Action,,,,,,,,,
575,1158,1053,Adventure,,,,,,,,,
576,1159,1053,Sci-Fi,,,,,,,,,
577,1160,1053,Action,,,,,,,,,
578,1161,1054,Action,,,,,,,,,
579,1162,1054,Adventure,,,,,,,,,
580,1163,1054,Sci-Fi,,,,,,,,,
581,1164,1055,Action,,,,,,,,,
582,1165,1055,Adventure,,,,,,,,,
583,1166,1055,Fantasy,,,,,,,,,
584,1167,1056,Adventure,,,,,,,,,
585,1168,1056,Sci-Fi,,,,,,,,,
586,1169,1056,Action,,,,,,,,,
587,1170,1057,Adventure,,,,,,,,,
588,1171,1057,Sci-Fi,,,,,,,,,
589,1172,1057,Action,,,,,,,,,
590,1173,1058,Action,,,,,,,,,
591,1174,1058,Adventure,,,,,,,,,
592,1175,1058,Fantasy,,,,,,,,,
593,1176,1059,Action,,,,,,,,,
594,1177,1059,Adventure,,,,,,,,,
595,1178,1059,Sci-Fi,,,,,,,,,
596,1179,1060,Fantasy,,,,,,,,,
597,1180,1060,Action,,,,,,,,,
598,1181,1060,Comedy,,,,,,,,,
599,FranchiseId,FranchiseName,YearBegan,Creator,,,,,,,,
600,101,Star Wars,1977,George Lucas,,,,,,,,
601,102,Jurassic Park,1993,Michael Crichton,,,,,,,,
602,103,Wizarding World,2001,J. K. Rowling,,,,,,,,
603,104,Middle Earth,2001,J. R. R. Tolkien,,,,,,,,
604,105,MCU,2008,Stan Lee,,,,,,,,
